,pubchem,rt,rt_group
50895,53142353,667.8,1
78603,124044533,627.5,1
67240,71830346,687.9,1
8757,15996738,690.2,1
52137,53146494,652.8,1
27798,49671293,628.8,1
49781,53137821,650.2,1
57643,53170540,663.1,1
77384,124038346,631.3,1
62732,53188067,695.8,1
70062,87051434,630.2,1
1064,248998,650.0,1
68303,71839390,676.2,1
27163,49667274,632.6,1
19154,43988649,681.3,1
51436,53144083,629.5,1
49489,53136216,661.7,1
62141,53184692,625.0,1
5482,4182399,678.9,1
62292,53185818,639.3,1
19147,43981278,640.1,1
73874,91913521,686.2,1
48505,53131434,625.4,1
51191,53143454,679.3,1
323,9417,692.0,1
3162,1631707,634.9,1
4641,3236138,640.5,1
503,68770,627.6,1
28262,49675935,684.9,1
36676,53007109,638.1,1
58494,53172994,656.6,1
73049,91906325,638.1,1
1772,647121,668.4,1
77374,124038332,632.4,1
35276,50848072,675.1,1
36567,53006172,644.7,1
62887,53188721,684.5,1
19243,44025284,671.3,1
11734,18564158,660.4,1
10044,16725726,645.2,1
71811,91889597,649.4,1
25578,49658532,679.3,1
64857,53201860,673.5,1
71194,91887996,663.9,1
60540,53179627,687.0,1
27216,49667345,643.7,1
36777,53008264,685.1,1
13285,20915979,637.1,1
55693,53163111,654.9,1
63745,53193848,626.2,1
9305,16189174,645.3,1
30133,50782943,669.5,1
8071,8070820,643.3,1
348,19337,648.1,1
75012,91918732,691.2,1
67944,71838400,646.1,1
11123,17200779,671.3,1
64366,53200096,642.0,1
6520,5351277,666.0,1
38902,53020418,688.1,1
61862,53183259,671.0,1
24667,46392436,687.6,1
57584,53170411,666.5,1
3023,1495318,676.7,1
32755,50834232,685.9,1
55420,53162135,640.2,1
65792,53209031,656.4,1
40682,53041044,639.3,1
54821,53158347,656.2,1
27206,49667331,694.6,1
65177,53203030,665.9,1
63845,53194358,657.1,1
65651,53207812,661.2,1
15630,22514188,690.6,1
72533,91905400,640.6,1
35183,50847676,669.3,1
75700,91927420,682.8,1
7053,6604794,692.4,1
69552,84277842,674.8,1
75762,110195004,658.1,1
10219,16819932,656.8,1
30682,50790686,625.9,1
65623,53207770,692.0,1
7445,7190743,679.6,1
54014,53155675,690.5,1
77621,124039133,631.2,1
22110,46286671,658.7,1
70311,87052096,645.7,1
48132,53129286,688.5,1
76390,110200322,643.5,1
44274,53090917,690.5,1
3139,1580638,638.2,1
5962,4724256,684.9,1
2833,1214721,658.0,1
75438,91922757,627.3,1
25221,46503079,635.9,1
62058,53184302,635.5,1
17282,27658783,636.9,1
67355,71836111,648.5,1
10772,16956758,655.9,1
13839,20943038,660.6,1
62030,53184248,630.0,1
43999,53087617,676.1,1
78827,124046241,653.5,1
59407,53174973,673.3,1
66270,56724414,687.9,1
64737,53201684,672.5,1
4188,2962353,633.9,1
18607,42391354,666.4,1
2508,969472,660.3,1
10094,16797973,685.5,1
14567,20964251,634.1,1
48669,53132042,652.0,1
65260,53203271,679.7,1
71751,91889519,679.3,1
68927,71842875,696.8,1
77446,124038597,684.4,1
11114,17197650,693.4,1
70387,87052335,643.6,1
45342,53102229,671.5,1
66291,56724563,627.9,1
76811,110875786,692.7,1
59257,53174393,657.9,1
70197,87051730,651.6,1
13364,20919716,666.9,1
11342,17449513,654.0,1
13161,20912288,635.2,1
62144,53184750,670.9,1
41765,53058605,663.9,1
8078,8072600,643.6,1
74166,91914749,629.6,1
76029,110196650,653.4,1
11406,17590827,633.8,1
79658,124051429,654.2,1
40494,53040603,650.1,1
67379,71836142,677.0,1
65795,53209822,663.9,1
31979,50826264,674.8,1
29344,50749384,694.4,1
70998,90489288,643.6,1
39036,53023752,652.2,1
73457,91909638,678.1,1
65590,53207665,648.0,1
56559,53166268,675.9,1
59680,53175921,678.3,1
69423,83275667,680.3,1
35712,51363620,661.1,1
7236,7066628,668.6,1
44429,53094547,696.1,1
55969,53164462,681.3,1
21473,46270973,683.9,1
20971,45921628,660.7,1
77312,124038022,686.5,1
8394,10317566,662.8,1
40326,53039880,636.2,1
73940,91913781,680.3,1
16935,25854745,645.4,1
20852,45586160,692.3,1
5708,4451804,682.0,1
62277,53185732,642.1,1
895,227510,672.2,1
64455,53200662,643.3,1
57119,53169030,682.9,1
2152,750929,650.1,1
73730,91911458,684.8,1
47460,53122543,632.1,1
78082,124040624,637.1,1
35198,50847773,664.6,1
47183,53119074,666.1,1
24515,46391376,694.3,1
23987,46388475,627.1,1
4972,3535001,694.6,1
77060,110876236,649.9,1
78156,124041054,677.4,1
62344,53186860,644.5,1
21715,46276902,655.1,1
10549,16906936,634.9,1
75437,91922756,625.0,1
32953,50835241,650.5,1
39094,53027094,646.4,1
3138,1580253,647.1,1
3472,2148172,637.9,1
12222,19615332,682.7,1
44678,53097021,638.9,1
62198,53184875,685.3,1
62053,53184288,626.6,1
28947,49744612,662.6,1
30476,50787967,653.5,1
1541,343103,635.5,1
13406,20920456,665.1,1
12355,20855141,653.0,1
29512,50752794,640.6,1
55921,53164371,639.0,1
18521,42226673,645.7,1
79079,124047972,645.8,1
76012,110196619,675.0,1
56484,53165969,665.8,1
54502,53156985,667.9,1
40512,53040659,683.4,1
75576,91923590,641.4,1
17131,27376401,683.9,1
34918,50845582,681.9,1
69608,86820464,685.6,1
13334,20919479,690.9,1
58083,53172035,678.1,1
69017,75465637,626.3,1
63556,53193040,687.0,1
51570,53144609,642.4,1
20435,45502679,664.1,1
73645,91910983,663.4,1
77945,124040193,640.8,1
71117,91887392,684.4,1
33229,50837314,646.7,1
32381,50830199,642.6,1
56572,53166302,669.8,1
24340,46391153,677.9,1
47858,53125885,684.8,1
56143,53165062,664.8,1
2237,781752,645.8,1
24330,46391143,635.2,1
17330,28710234,649.9,1
49080,53134185,627.1,1
35470,50926965,660.7,1
58207,53172452,631.2,1
22417,46328167,695.7,1
72319,91905022,650.1,1
62908,53188748,647.6,1
52995,53149131,662.5,1
57321,53169545,695.4,1
6262,5142184,628.7,1
50814,53142116,694.6,1
540,72616,672.1,1
78182,124041233,694.3,1
72839,91905920,673.8,1
14045,20949241,651.7,1
66590,57339153,682.4,1
336,12835,660.5,1
72425,91905258,692.3,1
47206,53120352,691.7,1
68528,71841016,654.6,1
49454,53136177,688.4,1
66592,57899889,659.4,1
8198,9455855,625.2,1
22189,46290496,693.7,1
49435,53136155,663.8,1
12158,18802135,673.2,1
30990,50800050,692.5,1
52297,53146894,690.3,1
64578,53201143,695.3,1
75985,110196544,639.3,1
8597,12247264,686.4,1
66938,71784058,650.5,1
49044,53133966,645.5,1
67059,71790848,639.8,1
66957,71785305,673.2,1
49124,53134389,691.6,1
3297,1944110,625.2,1
56104,53164941,684.7,1
78466,124043535,685.0,1
25377,47002078,646.4,1
35270,50848023,677.4,1
13997,20947905,660.9,1
46480,53114138,637.1,1
6730,6088828,692.8,1
70887,90487993,643.5,1
61407,53182664,655.3,1
54807,53158266,660.0,1
19767,44118177,643.2,1
65077,53202613,637.7,1
21492,46272853,639.4,1
28233,49675571,664.1,1
74118,91914561,659.1,1
22509,46331528,683.5,1
30649,50789573,695.7,1
68168,71839195,660.1,1
1735,599476,635.7,1
64464,53200695,633.3,1
179,3970,654.8,1
64479,53200769,683.5,1
75618,91924378,682.6,1
72885,91905995,659.3,1
5709,4452339,637.9,1
69972,87051263,644.1,1
66237,56724192,633.6,1
29119,49831257,687.0,1
12894,20906736,692.3,1
3062,1542146,674.8,1
58364,53172808,631.8,1
6494,5337997,674.9,1
293,5639,637.1,1
44931,53098143,660.1,1
69986,87051294,654.8,1
40305,53039781,694.3,1
68784,71842508,674.8,1
65169,53202984,645.1,1
21021,45922644,645.8,1
38510,53018130,668.0,1
64364,53200065,645.1,1
911,229514,648.8,1
10581,16919986,658.2,1
18204,40500030,665.4,1
12342,20853352,639.9,1
69946,87051106,696.7,1
16832,25284539,655.9,1
78169,124041162,631.4,1
34817,50844894,649.1,1
24469,46391326,689.2,1
69611,86820467,683.7,1
59673,53175903,637.2,1
19969,45154900,656.4,1
47375,53121890,651.6,1
26950,49666530,647.0,1
55151,53160009,639.6,1
28515,49677518,630.1,1
64717,53201650,639.2,1
60362,53179005,639.7,1
10834,17005013,682.3,1
73678,91911145,652.3,1
8553,11957498,629.6,1
21316,46255848,686.7,1
13301,20916827,644.9,1
28997,49750051,680.9,1
16173,22585909,693.3,1
79569,124050753,630.1,1
79339,124049134,632.1,1
59811,53176926,672.4,1
61516,53182793,638.9,1
15484,22432991,641.1,1
34799,50844813,680.4,1
21734,46277812,674.3,1
54470,53156915,666.8,1
30128,50782733,685.3,1
28823,49692941,681.6,1
63686,53193642,691.8,1
49770,53137797,690.3,1
14679,20966574,638.2,1
30949,50799261,693.4,1
64751,53201701,639.8,1
72670,91905591,640.8,1
41048,53046373,632.2,1
39529,53032226,670.0,1
6064,4897516,683.7,1
55677,53163025,675.6,1
59415,53174995,665.8,1
70826,87054635,678.9,1
55364,53161546,625.8,1
75889,110196019,678.7,1
23912,46386655,651.4,1
40301,53039756,647.5,1
66767,71694642,652.6,1
35632,51157771,652.4,1
35218,50847841,628.7,1
51664,53144764,671.2,1
38184,53016596,632.9,1
78144,124040995,640.0,1
77846,124039916,685.4,1
67015,71789135,629.8,1
64905,53202246,673.6,1
20694,45509415,654.0,1
63946,53195023,642.0,1
22821,46344191,635.2,1
53009,53149175,679.9,1
78147,124040998,645.0,1
58066,53171967,663.3,1
77984,124040289,670.1,1
35922,52905758,671.4,1
31549,50817873,686.0,1
62997,53189476,683.2,1
2155,751470,673.7,1
70822,87054629,649.0,1
8375,10184653,631.9,1
11589,17744438,639.0,1
15929,22576654,650.9,1
12940,20908192,628.4,1
19091,43952723,653.8,1
25284,46885626,631.7,1
13806,20938167,633.3,1
67439,71836218,694.0,1
15347,22422033,632.9,1
32496,50832175,654.6,1
46410,53113986,638.2,1
20566,45504778,651.4,1
67596,71837058,666.6,1
64524,53200914,653.4,1
70607,87053199,636.2,1
52878,53148501,632.1,1
9528,16423371,668.7,1
1640,407885,670.2,1
54668,53157578,637.2,1
3599,2243311,652.6,1
21698,46276465,662.9,1
51756,53145000,659.5,1
6879,6473371,639.1,1
55672,53162997,630.3,1
79277,124048699,654.0,1
366,24361,632.6,1
13799,20936805,687.7,1
68221,71839274,648.2,1
35385,50848476,661.5,1
57759,53171492,674.9,1
16909,25843346,630.7,1
64293,53199843,686.0,1
70136,87051551,632.1,1
73356,91909001,684.6,1
52204,53146624,691.8,1
33124,50837022,660.6,1
63070,53189601,683.4,1
65236,53203172,648.7,1
62903,53188742,694.5,1
4236,2974021,685.7,1
13945,20946955,665.4,1
18576,42282192,643.9,1
53017,53149183,692.4,1
70519,87052874,679.1,1
27371,49667837,647.3,1
5130,3716595,658.4,1
79038,124047554,634.0,1
36606,53006314,658.4,1
72118,91904178,653.0,1
9115,16028050,691.5,1
2035,718005,635.9,1
52163,53146553,662.4,1
10592,16920715,665.6,1
59428,53175029,688.8,1
21501,46272892,657.7,1
48538,53131724,678.0,1
60039,53177959,653.5,1
73600,91910677,681.7,1
70455,87052741,642.6,1
74364,91915290,658.7,1
1291,291128,633.5,1
48640,53131973,658.5,1
75631,91925098,652.1,1
79741,124051826,656.1,1
3791,2767008,660.4,1
35543,50945276,667.8,1
24465,46391318,671.8,1
9531,16424393,652.4,1
70046,87051406,654.8,1
76024,110196639,668.6,1
41127,53048571,632.9,1
44297,53092448,691.0,1
17842,30867772,688.7,1
78027,124040483,678.6,1
71814,91889603,654.9,1
28659,49678215,627.4,1
10003,16652558,628.2,1
47518,53122686,678.5,1
20006,45490164,691.1,1
66895,71781302,691.2,1
53002,53149153,653.8,1
24492,46391352,693.0,1
43296,53081272,673.5,1
8725,15992659,677.7,1
73946,91913790,645.1,1
63053,53189574,669.9,1
79601,124050882,677.9,1
79732,124051795,627.3,1
6913,6485894,677.2,1
12916,20907959,683.0,1
26697,49664840,667.5,1
15010,20995448,651.6,1
69493,83278409,656.8,1
73379,91909033,682.9,1
689,122797,680.2,1
64048,53196719,641.6,1
18694,42590195,626.0,1
35537,50945045,671.8,1
77783,124039761,684.8,1
27247,49667385,674.9,1
69091,75526899,654.6,1
13307,20917383,665.8,1
25742,49659459,629.2,1
12455,20875897,663.3,1
575,82148,696.5,1
26682,49664557,671.7,1
43491,53084894,625.5,1
29928,50769452,633.7,1
56270,53165340,678.0,1
64792,53201767,638.2,1
64191,53199715,629.6,1
51420,53144005,635.3,1
35403,50848536,677.2,1
72106,91904166,640.4,1
50300,53139649,680.8,1
29326,50748686,665.8,1
151,3505,687.8,1
35150,50847514,661.2,1
758,158781,687.0,1
41768,53058608,663.1,1
65354,53203575,656.6,1
5762,4535551,644.1,1
24037,46389427,662.6,1
566,79496,662.2,1
8011,7638814,695.6,1
3857,2832221,696.1,1
64444,53200500,654.0,1
73598,91910648,654.6,1
46474,53114118,626.8,1
60840,53180185,677.0,1
79306,124048967,633.9,1
59332,53174736,649.4,1
46411,53113987,636.2,1
13365,20919727,684.1,1
27129,49667225,625.5,1
69716,87049918,657.7,1
37396,53014038,650.8,1
1366,308753,660.9,1
57038,53168250,679.4,1
56516,53166044,697.1,1
11840,18568479,651.6,1
56771,53167097,640.9,1
74447,91915584,692.5,1
41195,53049160,680.1,1
56427,53165844,648.7,1
68135,71839077,659.3,1
64368,53200098,629.5,1
56966,53167988,666.7,1
70788,87054571,659.1,1
40300,53039755,630.5,1
11226,17229260,649.1,1
31142,50803981,670.0,1
17028,26737205,629.4,1
7356,7151066,643.9,1
53272,53150574,696.8,1
30461,50787929,655.5,1
49506,53136308,635.2,1
4884,3453258,658.1,1
21253,46248026,640.6,1
10229,16823735,649.0,1
65838,53210310,650.8,1
56590,53166364,695.9,1
54108,53155799,655.4,1
60953,53181077,647.8,1
18326,41576374,656.6,1
559,77123,663.3,1
1,253,633.5,1
59245,53174350,673.5,1
101,2628,628.6,1
38275,53016788,687.6,1
77204,124037601,687.3,1
72770,91905751,675.4,1
39739,53036243,666.8,1
11868,18568512,639.6,1
27659,49669998,647.7,1
35721,51364654,630.5,1
20548,45504567,672.5,1
17818,30865449,671.9,1
65274,53203321,683.3,1
9582,16448314,630.9,1
42770,53073247,650.8,1
23976,46387902,662.6,1
9904,16583060,631.0,1
72315,91905018,685.5,1
2849,1244686,652.5,1
18388,42109458,692.0,1
68793,71842529,639.8,1
61773,53183160,695.3,1
78478,124043558,634.0,1
41767,53058607,647.5,1
70380,87052247,646.8,1
1922,695267,655.9,1
61909,53183369,639.4,1
73948,91913792,669.4,1
78251,124042205,670.8,1
42756,53071687,639.8,1
35935,52906056,670.8,1
18867,42897829,654.6,1
66256,56724307,673.4,1
49731,53137296,695.4,1
35977,52906822,628.1,1
43125,53078559,690.6,1
240,4847,642.8,1
912,229515,667.1,1
28853,49711062,657.4,1
34027,50840692,647.6,1
37229,53012297,688.9,1
10677,16943657,657.9,1
10179,16809820,625.4,1
33989,50840554,679.5,1
52793,53148330,657.4,1
24414,46391250,672.8,1
37462,53014295,667.8,1
20385,45501831,671.7,1
72364,91905106,692.2,1
66508,56765817,634.8,1
26786,49665837,677.2,1
9957,16624044,654.8,1
74219,91915015,691.5,1
1388,313441,645.0,1
56263,53165299,690.4,1
31880,50825231,660.0,1
76906,110875978,677.3,1
59292,53174530,642.7,1
15252,22024915,673.8,1
64220,53199751,667.9,1
8191,9399736,625.9,1
77161,124037439,672.5,1
59365,53174816,688.2,1
40684,53041047,633.5,1
70350,87052189,629.2,1
9465,16416606,640.5,1
57607,53170458,689.4,1
7420,7184716,691.9,1
51675,53144825,661.2,1
55657,53162967,669.2,1
55020,53159275,634.1,1
42456,53068581,690.7,1
58108,53172134,638.7,1
53053,53149425,691.0,1
1710,567977,625.4,1
62029,53184246,637.8,1
24386,46391202,676.0,1
36633,53006789,646.6,1
61000,53181466,669.9,1
37573,53014555,692.4,1
37802,53015180,636.6,1
14144,20953575,641.2,1
64176,53199699,659.7,1
27226,49667358,674.3,1
6764,6415883,686.8,1
41976,53064684,693.2,1
52081,53146272,683.9,1
35138,50847466,694.7,1
13948,20946981,671.5,1
15384,22423123,646.9,1
75802,110195573,681.2,1
62104,53184509,642.1,1
67228,71830165,626.2,1
25215,46503019,696.6,1
40286,53039729,662.1,1
24668,46392442,640.5,1
31999,50826352,655.1,1
73797,91912478,696.8,1
48653,53132008,673.0,1
12812,20899418,663.9,1
36638,53006798,625.8,1
34988,50846064,638.1,1
52084,53146282,666.5,1
35457,50926808,649.9,1
374,26532,653.3,1
16193,22586343,666.1,1
60529,53179614,670.8,1
32421,50831056,680.8,1
41911,53063676,696.8,1
41079,53047647,636.6,1
61985,53183740,666.4,1
65334,53203536,679.9,1
5853,4641005,638.4,1
36700,53007787,662.7,1
49158,53134488,662.9,1
39117,53027641,633.6,1
78986,124047316,662.2,1
65019,53202459,655.2,1
63269,53190870,646.5,1
4080,2938613,674.6,1
40403,53040287,695.4,1
9290,16118392,658.7,1
70911,90488035,693.8,1
72740,91905704,639.2,1
79622,124050971,666.2,1
16857,25492618,674.2,1
45936,53107554,677.3,1
62270,53185704,629.6,1
74644,91916440,662.8,1
39370,53031439,641.3,1
65832,53210294,681.0,1
62635,53187671,686.5,1
76789,110875735,682.0,1
53029,53149215,668.1,1
79115,124048204,655.1,1
24333,46391146,645.2,1
46482,53114158,643.4,1
14422,20960916,633.0,1
8413,10452020,669.9,1
36798,53008410,627.0,1
18635,42477331,683.7,1
55553,53162721,644.5,1
7128,6622762,639.7,1
77437,124038544,681.9,1
693,123686,695.9,1
19258,44030209,658.1,1
55535,53162688,627.8,1
9642,16457500,654.0,1
77603,124039083,656.7,1
21374,46262796,686.6,1
5717,4459349,677.7,1
1243,280939,640.6,1
78504,124043709,678.7,1
11115,17198377,653.1,1
78710,124045246,691.6,1
52129,53146451,656.8,1
29316,50748633,686.1,1
76909,110875982,687.3,1
7896,7517407,695.0,1
13312,20918898,660.1,1
51407,53143940,690.0,1
46208,53111857,670.4,1
38196,53016614,634.8,1
40679,53041040,643.0,1
52161,53146550,675.8,1
23715,46381750,626.9,1
68744,71842402,636.7,1
35427,50848634,653.2,1
2763,1178285,687.8,1
77431,124038523,646.9,1
78735,124045407,662.2,1
60749,53179941,675.9,1
62228,53185296,674.2,1
64404,53200357,644.7,1
38878,53020316,685.4,1
60391,53179059,684.9,1
52075,53146189,685.5,1
38112,53016277,626.6,1
10558,16910795,669.9,1
11100,17190313,659.5,1
36158,52999996,678.5,1
59326,53174721,633.7,1
62349,53186875,688.6,1
8003,7615369,663.8,1
61559,53182844,630.2,1
25249,46740319,635.5,1
46503,53114189,641.7,1
62010,53183809,637.9,1
8362,10077147,691.3,1
10706,16955225,673.9,1
56375,53165720,645.5,1
73775,91911844,663.5,1
75060,91919580,643.4,1
50368,53139886,658.6,1
19170,43991961,659.1,1
28934,49739144,628.9,1
12125,18589939,666.8,1
51745,53144954,651.2,1
29145,50741222,672.3,1
46499,53114183,635.0,1
49816,53137953,636.4,1
7825,7423232,665.4,1
29769,50758690,662.0,1
48099,53129182,673.8,1
55793,53163329,686.2,1
69771,87050203,661.0,1
27682,49670356,692.2,1
76843,110875841,660.0,1
31280,50806899,693.4,1
55678,53163033,687.9,1
75404,91922548,626.3,1
64189,53199713,640.5,1
70348,87052185,654.6,1
74072,91914409,652.8,1
52727,53147894,670.4,1
25740,49659457,633.1,1
78800,124045798,645.9,1
64865,53201987,676.6,1
76005,110196593,633.9,1
78899,124046785,631.4,1
77360,124038309,660.1,1
77434,124038531,627.3,1
40924,53044015,669.2,1
61816,53183207,673.1,1
37572,53014553,667.1,1
14153,20953737,663.1,1
40297,53039747,635.8,1
2403,892584,626.9,1
76159,110197543,630.9,1
4193,2963335,625.7,1
8445,11192346,674.4,1
42786,53073898,669.4,1
12432,20868686,687.7,1
64795,53201774,642.6,1
54914,53158731,681.1,1
75088,91919712,680.0,1
71091,91887311,665.6,1
75955,110196363,650.8,1
33132,50837043,641.5,1
16657,24861442,627.5,1
52123,53146432,672.5,1
41190,53049144,650.5,1
32362,50829506,645.9,1
50377,53139903,678.2,1
33828,50839997,652.4,1
79286,124048768,633.8,1
26660,49664353,662.9,1
67246,71835734,627.1,1
70792,87054580,665.0,1
47118,53118539,654.7,1
64126,53198767,650.5,1
39024,53022927,644.6,1
4490,3152002,637.7,1
67588,71837045,681.4,1
20334,45501153,649.5,1
59442,53175119,684.3,1
69984,87051292,657.1,1
22114,46286680,654.5,1
73885,91913575,645.7,1
41910,53063657,684.0,1
6740,6200465,668.2,1
19386,44069039,646.2,1
8803,16001173,653.9,1
52799,53148339,636.4,1
832,219081,672.7,1
18758,42655999,645.5,1
52807,53148349,670.5,1
21295,46253678,646.5,1
59855,53177045,692.1,1
57040,53168258,657.4,1
75933,110196276,643.6,1
44181,53089586,655.8,1
56504,53166013,672.6,1
20055,45497305,631.7,1
79023,124047484,644.4,1
25381,47008718,627.8,1
68497,71840946,681.7,1
10045,16736529,637.6,1
52864,53148428,663.3,1
26343,49662118,680.2,1
55224,53160825,681.1,1
72080,91904130,671.7,1
14231,20956040,687.0,1
74034,91914330,638.0,1
65666,53207833,641.0,1
79040,124047556,692.9,1
17440,30363552,633.9,1
22996,46349857,645.7,1
67771,71837644,675.7,1
38998,53022726,692.7,1
28336,49676801,639.0,1
72542,91905419,696.2,1
59649,53175861,633.2,1
16776,25252156,675.3,1
66780,71695251,680.4,1
63431,53192509,672.8,1
44023,53087847,637.6,1
75950,110196356,662.5,1
56336,53165614,659.7,1
14141,20953539,689.3,1
70127,87051535,646.2,1
62927,53188789,653.9,1
15882,22575280,677.1,1
57795,53171543,694.0,1
2318,843178,674.0,1
30445,50787891,676.6,1
36724,53008010,661.8,1
59633,53175842,639.6,1
78184,124041243,662.3,1
43581,53085455,666.3,1
27187,49667309,641.9,1
74155,91914709,655.3,1
63467,53192866,645.3,1
255,5097,630.2,1
57495,53169886,675.0,1
15845,22553765,673.6,1
4082,2938987,625.2,1
5608,4330003,654.2,1
59380,53174868,688.9,1
38200,53016619,657.3,1
27317,49667691,673.4,1
66307,56724773,689.0,1
23137,46353079,670.9,1
38490,53018006,667.6,1
15443,22430517,655.8,1
37814,53015214,650.8,1
64863,53201980,652.2,1
23298,46359174,646.5,1
8910,16014399,651.7,1
14091,20952047,659.1,1
50179,53139150,695.3,1
78712,124045265,626.4,1
37364,53013922,645.1,1
27140,49667239,660.8,1
47479,53122629,652.8,1
12703,20894598,693.9,1
59516,53175550,651.8,1
21226,46209426,687.3,1
39600,53032477,644.2,1
22524,46331600,693.0,1
13660,20928934,691.0,1
54950,53158826,673.8,1
68874,71842718,650.8,1
57631,53170515,655.6,1
41091,53047696,696.4,1
32462,50831516,660.6,1
73534,91910100,695.8,1
35959,52906473,688.0,1
658,108137,654.7,1
8438,11152667,650.4,1
30636,50789499,650.2,1
65459,53206049,660.6,1
71782,91889562,678.6,1
78896,124046773,670.5,1
8793,16000823,630.8,1
45959,53107647,668.1,1
75979,110196510,664.7,1
13617,20926103,648.6,1
44185,53090218,672.6,1
56528,53166069,696.9,1
68228,71839283,632.9,1
60793,53180022,652.1,1
72099,91904156,694.4,1
48227,53129997,649.8,1
4510,3158413,658.8,1
27339,49667770,644.6,1
10477,16890848,654.7,1
65198,53203081,646.2,1
28977,49746475,692.7,1
19346,44061977,659.2,1
77768,124039684,626.5,1
27007,49666819,655.0,1
57141,53169306,676.0,1
70785,87054568,665.2,1
11837,18568476,634.2,1
51515,53144470,647.4,1
77814,124039859,672.0,1
79961,124077144,651.4,1
75035,91919442,655.9,1
77068,110876244,631.5,1
65897,54598341,678.9,1
55982,53164477,684.8,1
3296,1943320,656.7,1
62112,53184522,635.4,1
27205,49667330,669.3,1
8018,7687294,722.5,2
43667,53085573,766.6,2
64922,53202279,728.4,2
56905,53167834,736.8,2
44132,53088539,735.5,2
34928,50845701,716.4,2
67772,71837648,705.3,2
13106,20912123,741.2,2
25032,46396046,740.4,2
28268,49675996,723.7,2
73596,91910644,712.1,2
9965,16644117,770.2,2
51200,53143471,706.9,2
21221,46169406,729.3,2
77382,124038343,705.0,2
64925,53202293,752.0,2
47537,53122711,733.8,2
18982,43918912,730.5,2
44409,53093948,753.7,2
74361,91915272,735.4,2
34444,50843338,735.1,2
14119,20952797,721.9,2
48080,53127929,711.5,2
18143,39866274,698.3,2
4671,3239126,698.9,2
62992,53189465,730.8,2
49192,53134839,719.2,2
24801,46393280,712.2,2
63510,53192979,710.6,2
23275,46358312,754.7,2
18642,42507187,768.8,2
35918,52905749,744.5,2
30959,50799719,770.9,2
32860,50834913,756.5,2
9509,16421686,736.7,2
31004,50800511,765.3,2
72695,91905626,768.8,2
16177,22586275,746.6,2
66401,56764671,724.3,2
56654,53166663,772.4,2
10604,16923459,768.5,2
76788,110875719,716.1,2
65642,53207800,703.5,2
36247,53003262,758.5,2
9767,16486490,721.4,2
70248,87051928,770.1,2
57492,53169882,705.4,2
26742,49665520,740.3,2
61530,53182810,728.4,2
24569,46391601,741.7,2
57085,53168537,759.3,2
11102,17190440,768.8,2
40324,53039876,716.9,2
38875,53020310,704.6,2
8964,16021783,707.9,2
28258,49675906,727.9,2
34958,50845866,709.9,2
57804,53171554,711.0,2
3057,1538562,728.0,2
5277,3978741,762.4,2
10332,16868672,762.8,2
166,3689,717.8,2
74115,91914557,763.1,2
17360,28938464,727.3,2
3426,2137691,725.4,2
69418,83275643,727.5,2
48858,53133199,757.9,2
3670,2377118,760.5,2
67213,71825962,713.5,2
51593,53144645,752.0,2
7196,6918456,739.0,2
66931,71783737,753.2,2
72457,91905296,737.4,2
7391,7164122,700.6,2
30287,50786474,758.6,2
62665,53187791,765.4,2
71020,91653799,718.5,2
45419,53103223,747.2,2
73000,91906250,742.9,2
47258,53120524,746.9,2
53813,53155223,753.6,2
51769,53145091,771.6,2
55451,53162189,759.2,2
21211,46110704,748.1,2
75940,110196308,712.0,2
36065,52986159,741.5,2
19062,43924208,747.1,2
4174,2959032,697.6,2
49194,53134899,772.2,2
13754,20934067,739.2,2
66757,71687152,734.9,2
28511,49677498,726.4,2
9606,16451904,738.5,2
28680,49682353,754.0,2
57031,53168235,722.1,2
22809,46342342,697.3,2
2240,786977,728.6,2
33500,50838913,750.5,2
52859,53148422,738.9,2
71535,91889018,724.3,2
60024,53177328,770.0,2
49627,53136806,708.7,2
56008,53164636,765.4,2
36193,53001353,737.3,2
13851,20943127,748.0,2
39418,53031760,753.4,2
48691,53132141,771.0,2
41188,53049140,754.7,2
5045,3614168,769.3,2
43016,53076083,764.8,2
353,21474,737.1,2
45930,53107527,707.2,2
2292,825286,713.0,2
34542,50843778,737.8,2
57180,53169355,758.5,2
50336,53139810,730.4,2
52224,53146659,706.1,2
72647,91905562,763.3,2
62,2051,749.7,2
77047,110876201,730.8,2
32041,50828114,766.5,2
4863,3417142,706.2,2
54163,53155861,734.2,2
6867,6469926,719.3,2
47248,53120461,771.6,2
14515,20963169,705.7,2
21704,46276853,753.9,2
30491,50788173,725.0,2
53456,53152111,699.1,2
11558,17720509,738.6,2
9893,16490591,699.5,2
19344,44059839,722.2,2
12166,19056140,751.9,2
54062,53155741,749.9,2
41706,53057842,759.0,2
335,12555,749.5,2
66248,56724268,751.5,2
13849,20943119,724.7,2
28982,49746692,772.7,2
45452,53103882,772.6,2
68225,71839280,748.7,2
64271,53199820,748.5,2
66417,56764834,730.1,2
36274,53003430,729.3,2
71356,91888219,738.0,2
76524,110202154,711.4,2
68263,71839334,704.8,2
31985,50826295,699.0,2
70013,87051331,718.3,2
26528,49663444,731.2,2
22101,46286650,709.8,2
56092,53164919,772.7,2
58886,53173716,729.7,2
77780,124039757,723.1,2
44419,53094515,768.5,2
6050,4891887,743.8,2
46216,53111875,709.3,2
37719,53014925,698.8,2
54953,53158842,770.4,2
12786,20897908,772.2,2
